"57379",8.128352135
"4036",7.20453683
"115111",6.973307211
"79589",6.197040989
"4148",6.036486063
"2118",6.032988141
"5265",5.897702576
"53353",5.82951591
"55630",5.471940348
"10164",5.459975342
"55808",5.446168394
"10595",5.306181705
"84651",4.954235408
"728361",4.92264567
"2642",4.756037012
"102723796",4.70027237
"23120",4.413846108
"64850",4.387373062
"56165",4.361313441
"80157",4.352467959
"170589",4.26687849
"9052",4.250849961
"6545",4.222836387
"9388",4.171328105
"2560",4.078450547
"80201",3.970119873
"57221",3.964959092
"144568",3.95881155
"401097",3.918917327
"23171",3.879606492
"150763",3.856030795
"5865",3.820396364
"93408",3.817707561
"6833",3.773092919
"8437",3.752155541
"10655",3.741329474
"57494",3.709552537
"284403",3.683595015
"10568",3.661468494
"389941",3.653327345
"11136",3.642332026
"2705",3.586612069
"1880",3.579683857
"163732",3.578033327
"1825",3.44814049
"255631",3.446424338
"84239",3.44379608
"84812",3.432223346
"1128",3.358107933
"7039",3.278901639
"2596",3.266787838
"8701",3.222419628
"7038",3.201348405
"1511",3.150995212
"1592",3.123826112
"57537",3.08236482
"8884",3.04724372
"55351",3.030796259
"216",3.011281216
"79949",2.999164552
"5284",2.979090862
"3614",2.965619256
"80339",2.9155401
"7100",2.894010773
"9633",2.88971242
"5174",2.867016247
"84102",2.860861831
"54507",2.832727647
"1232",2.820989259
"115749",2.814299723
"3038",2.754620654
"169355",2.752142346
"3099",2.739553714
"127707",2.734799977
"126868",2.701582169
"10880",2.675792755
"644150",2.66965382
"2147",2.6613721
"257",2.660876065
"80714",2.591243338
"92558",2.584778652
"65987",2.570304322
"40",2.549613131
"941",2.520580189
"489",2.509654735
"55283",2.498901776
"84766",2.494128519
"644096",2.492985157
"285025",2.456430551
"8515",2.453881512
"203328",2.43838327
"5076",2.42776281
"80000",2.414471616
"7453",2.368695044
"257202",2.361671248
"84879",2.347745148
"4824",2.344155814
"23229",2.325127374
"123624",2.322178148
"9899",2.318575069
"80736",2.274780179
"11138",2.265664864
"23612",2.257376487
"10158",2.251947617
"362",2.245962135
"64344",2.243997706
"9842",2.237176684
"3101",2.209476075
"29841",2.208965729
"222663",2.207824433
"4828",2.200982755
"1608",2.199373606
"153769",2.168774927
"4311",2.154206197
"23158",2.153346404
"25803",2.150358278
"80230",2.119195805
"540",2.116507966
"6299",2.104909706
"6898",2.084895306
"2852",2.076525673
"57402",2.069553655
"80036",2.068133959
"22983",2.058386072
"1758",2.051736683
"1663",2.038280833
"1491",2.037533452
"9170",2.035495816
"22941",2.032125765
"10086",2.0290234
"11067",2.020709353
"9543",2.017998491
"5099",2.003181168
"54832",1.999731573
"340348",1.991994385
"84253",1.991956109
"23154",1.987912894
"2925",1.980819941
"286097",1.98036313
"978",1.961573375
"2568",1.960862294
"51684",1.933898396
"91949",1.929300861
"27131",1.924901243
"56171",1.920800731
"730249",1.908685872
"150696",1.908113023
"6272",1.904954624
"9980",1.904624341
"6769",1.883776866
"84709",1.867157173
"255928",1.864413162
"55748",1.850936483
"6857",1.835075537
"57662",1.826616939
"23314",1.803329657
"55612",1.768620146
"401145",1.765315497
"1272",1.76126356
"57479",1.758444923
"84620",1.757705755
"84968",1.731896321
"1824",1.727340516
"9120",1.718205011
"57622",1.71219031
"83850",1.698459574
