"","gene_list"
"28970",0.803699955229556
"23307",0.802945456234684
"135228",0.802833338949584
"23129",0.801983072603574
"8639",0.80154510702534
"2752",0.80014730146477
"4071",0.799995029264184
"6883",0.798927206115125
"654",0.798913884022326
"22801",0.794415143012405
"143098",0.791661087791421
"9121",0.791048181234408
"10447",0.790727241584371
"11174",0.789136253668336
"55168",0.788982900963671
"91768",0.788418033851642
"10493",0.787574826308756
"55930",0.787164250651251
"10370",0.785352265693259
"63982",0.782776645860895
"5166",0.778231830396365
"127",0.776846739749048
"5905",0.774379012132363
"64834",0.774070860071641
"5984",0.771166841547185
"1595",0.768996324492114
"1003",0.768932025812031
"219402",0.76700237051841
"113278",0.765665390060724
"253512",0.765526900783397
"5314",0.763703915039717
"7286",0.762996791302861
"51015",0.762983253341277
"1476",0.761217529325102
"4802",0.759789627365849
"8293",0.757485048446253
"10556",0.75734014833889
"8878",0.75652516488636
"57758",0.755669587442452
"26472",0.754898936146702
"9467",0.754442896558185
"10159",0.753727174621574
"54511",0.752939755647622
"3927",0.750788982841077
"201562",0.750481142845467
"129450",0.749513356607804
"23007",0.748810697893296
"5627",0.745683297263059
"8819",0.739836882797135
"79770",0.739660995496697
"27143",0.738856012343102
"123355",0.736851782893725
"7043",0.735999536127786
"83872",0.735826676798619
"6240",0.734120802224286
"4286",0.731655093700563
"9094",0.728968779024308
"2030",0.726636239477983
"11261",0.725426943184743
"222658",0.72530942405937
"51011",0.723808119740732
"92335",0.718470991562446
"56852",0.715979958279388
"54491",0.709166809821453
"22903",0.708086987507068
"84279",0.706764481699161
"652",0.705018072608632
"348654",0.703463213511051
"80014",0.702418095485177
"1175",0.701924036946652
"133584",0.698902733871091
"9694",0.697780017584904
"84154",0.697761866563232
"10549",0.695659748672672
"79133",0.69482987989429
"59307",0.694802524282065
"253430",0.694504222092405
"51091",0.692159581174555
"5649",0.691952239421625
"23097",0.691509357086776
"23516",0.688426398686542
"8178",0.688303906603922
"51246",0.687743262161649
"54664",0.687572976478068
"5178",0.687379943176394
"84962",0.687168573046938
"79947",0.686624471561402
"6307",0.686474031866296
"23471",0.685250566518796
"51104",0.681738331814319
"90952",0.681179602273673
"7106",0.679984942777827
"9559",0.679687865236329
"4780",0.677979188317877
"6897",0.675619157566778
"47",0.673183627271659
"23433",0.672232262589391
"1933",0.665390937234276
"23143",0.661433392400154
"5255",0.660944042925857
"79939",0.658039893076799
"7203",0.657295329173714
"51449",0.655582552104834
"9712",0.655185359007697
"94081",0.652585689813526
"6574",0.650574325416099
"83940",0.649261311908074
"63971",0.644467016608432
"2199",0.643950652658019
"30001",0.643215676423141
"339448",0.642194876056023
"5654",0.640434667920713
"686",0.639497466997274
"10653",0.636372799764787
"6452",0.635779786802823
"55917",0.635554481245044
"6714",0.63533539362994
"2720",0.629641163833206
"10577",0.629290991399462
"961",0.629237237288476
"55829",0.625760696991715
"51125",0.625252362526615
"51719",0.623407360508083
"51009",0.622735420291941
"54529",0.619717017209186
"54532",0.618408692142637
"26090",0.617927138023157
"29969",0.616499113196968
"6732",0.616423604020965
"1163",0.615858559424253
"90313",0.614052348527694
"26234",0.614047709048067
"55632",0.612741435783895
"6990",0.611891890144916
"170384",0.610430152970968
"51433",0.605519616410956
"79091",0.603751210497443
"2908",0.602249565051091
"92002",0.600687853846915
"10213",0.595334602368056
"1832",0.5922210157311
"224",0.591643884528722
"55325",0.585291294701606
"8803",0.585154596198256
"5796",0.582417214953486
"2271",0.582244219812964
"3615",0.580882950183024
"2869",0.579595175647362
"6793",0.579128866261632
"57532",0.578758331775179
"51099",0.57803856852706
"25871",0.576895019996217
"4313",0.574310174362389
"55604",0.573756261579452
"22995",0.573362064901144
"7095",0.570740685608017
"84456",0.570591216676504
"8634",0.569296141889943
"3094",0.569092021941925
"79794",0.568889476685558
"8801",0.568405812203193
"23597",0.567593240458847
"84334",0.565891568052141
"11073",0.564986312112219
"54903",0.560676998873606
"2107",0.556398326807231
"4927",0.556247812636704
"29097",0.555402226131428
"1983",0.55305815740029
"11331",0.552533872446042
"26262",0.551677656626275
"65080",0.550842251338708
"10327",0.549447567616405
"25936",0.549022226107534
"23034",0.547945086857378
"5565",0.545441150722451
"79607",0.544206399222541
"10955",0.543025764755318
"140838",0.542625983748431
"64976",0.541805427320097
"7372",0.538784469332713
"286826",0.537710534210005
"80184",0.537425363841115
"50650",0.535593472894196
"10211",0.534442892362175
"3551",0.531234908452439
"10094",0.531209149065916
"56941",0.530841872045559
"23560",0.529302310903332
"10051",0.526559729332189
"6748",0.525893236880842
"3309",0.522482301488307
"128866",0.518262351793149
"79101",0.516899369548831
"23200",0.516236048471524
"4976",0.516214155372649
"8518",0.51166442046294
"817",0.507799115017667
"9868",0.503321576286667
"93664",0.503096100001022
"79188",0.501593804668672
"58516",0.495727972367153
"54205",0.493656856117141
"4733",0.487390808341284
"7357",0.487370578567497
"10694",0.486705758103656
"1316",0.486109209780636
"55435",0.480981719220371
"23607",0.4799386270194
"26224",0.476642904359287
"128989",0.472159196946638
"148362",0.471738506947177
"1479",0.468197293243376
"6059",0.467368027700185
"8881",0.465202313603849
"84128",0.462860335420157
"55181",0.457193328100116
"6832",0.451933668144376
"824",0.447651964186654
"201595",0.446383022806601
"9631",0.441624870138342
"4247",0.432454546709123
"27102",0.429377021802006
"5685",0.420549437763693
"55666",0.417346649026737
"821",0.412859883282979
"3843",0.410962003978926
"11236",0.408921139679449
"144108",0.408900229604287
"6428",0.40735786465617
"7905",0.406280348380864
"51567",0.405709389239981
"8896",0.404970397124615
"56616",0.389593698529329
"8394",0.389258945551493
"9775",0.372148849939429
"4000",0.36800498386595
"81502",0.356191393396271
"3908",0.353887347069535
"4144",0.322928727109634
"55213",-0.402076162344917
"10165",-0.414372663612947
"10533",-0.427561483598998
"3321",-0.432370966466778
"11283",-0.436380356540585
"1994",-0.437371142170855
"9853",-0.440714933597791
"23361",-0.456411668986325
"23264",-0.460839776697453
"55240",-0.464907676148087
"4776",-0.471066019415726
"26277",-0.477441119617561
"10139",-0.478130147199301
"6430",-0.479470382649863
"3899",-0.485584187594825
"2768",-0.487604889167453
"80824",-0.489980464937993
"23243",-0.490860046226891
"54977",-0.493067348782371
"9902",-0.493100829372579
"11188",-0.494029585741483
"79725",-0.498489132275968
"473",-0.500898994124271
"7336",-0.50653480014972
"5252",-0.507357638841294
"10005",-0.511591569336785
"54982",-0.514482910143308
"23126",-0.521988154721964
"134728",-0.525911466970712
"112",-0.545016774095069
"56975",-0.547300905872613
"54887",-0.549725225904031
"10411",-0.550953239646216
"64412",-0.555501094433915
"126299",-0.558126588723848
"84132",-0.558347710112189
"56894",-0.563667219285276
"23761",-0.564760387975145
"654320",-0.566552166665674
"4034",-0.566823405359011
"252983",-0.568200198891547
"5754",-0.568486331488737
"1130",-0.56880292830201
"120071",-0.56921722745296
"8642",-0.571017259491057
"493",-0.571217441122221
"22807",-0.575723133293424
"84926",-0.576261996316793
"79085",-0.577168344915996
"84181",-0.578176932637122
"3170",-0.578454282268925
"11284",-0.58288590112132
"10277",-0.584948775707916
"54996",-0.586232218426067
"3141",-0.589404248597546
"9306",-0.589593834191093
"5025",-0.593615292584023
"55357",-0.597689192523495
"56262",-0.597965835838084
"91748",-0.6008129212687
"5955",-0.601135707400799
"57821",-0.601485638260807
"2288",-0.601900346368229
"2781",-0.603858931249743
"9659",-0.611398333987625
"147011",-0.613493860695923
"100289635",-0.614958420181041
"26260",-0.616304036002557
"1606",-0.618363166825658
"9753",-0.620558054740629
"9263",-0.620704256225761
"140831",-0.621010788437932
"79659",-0.6216172408291
"23357",-0.62442000879709
"1718",-0.627265349930163
"5836",-0.629094965998847
"79956",-0.632124296421084
"79969",-0.63315907441532
"9278",-0.63508916315952
"84838",-0.635773454435348
"4882",-0.642577382526304
"284131",-0.642598670406259
"387032",-0.6429645945874
"55209",-0.645678056781339
"5106",-0.647258469247614
"84451",-0.648461327804903
"145567",-0.648571059295067
"203238",-0.650720548047145
"54540",-0.658676847417783
"6608",-0.659818524067692
"587",-0.663325197758146
"9828",-0.666691843243045
"144715",-0.666702524987343
"25801",-0.66745746675898
"51166",-0.669461229536039
"22982",-0.670182464660107
"400720",-0.670570481675243
"54790",-0.672174787828385
"11214",-0.673158872790219
"8324",-0.675206276268129
"9898",-0.678128898085039
"6575",-0.67891402303861
"9230",-0.681400159267807
"22954",-0.682359825125766
"201191",-0.683663507225312
"60678",-0.685397750552772
"729920",-0.685642647878008
"55179",-0.689243931709863
"23331",-0.691144891972872
"54956",-0.692134510750187
"4299",-0.696834410875511
"5198",-0.701027275314085
"4606",-0.70137500351595
"25766",-0.704318346754644
"4756",-0.704907835964268
"55128",-0.705115592940191
"165215",-0.705932116467125
"9899",-0.706692445309515
"65018",-0.709765556688324
"9064",-0.712101349497971
"6894",-0.712414590165116
"29102",-0.716458180798118
"29068",-0.716854383146966
